EnglishText,UrduText
"Indeed in Ibrahim ( Abraham ) and his companions there is an excellent example for you ( to follow ) , when he said to his people : We are utterly weary of ( and cut off from ) you and the idols that you worship apart from Allah ; we have openly rejected you all . The enmity , hatred and malice between us and you have become evident forever until you believe in Allah , the One . But Ibrahims ( Abrahams ) saying to his ( fostering ) father : I shall certainly pray for your forgiveness , ( was just a promise made to him well before , which he fulfilled and gave him a reminder as well saying : ) I do not possess anything for you before Allah ( owing to your disbelief and idol - worship . Then he separated from his people , praying : ) O our Lord , we put our trust in You alone and we turn in repentance to You alone and ( all ) have to return to You alone .",بیشک تمہارے لئے ابراہیم علیہ السلام میں اور اُن کے ساتھیوں میں بہترین نمونۂ اقتداء ہے ، جب انہوں نے اپنی قوم سے کہا : ہم تم سے اور اُن بتوں سے جن کی تم اللہ کے سوا پوجا کرتے ہو کلیتہً بیزار اور لاتعلق ہیں ، ہم نے تم سب کا کھلا انکار کیا ہمارے اور تمہارے درمیان دشمنی اور نفرت و عناد ہمیشہ کے لئے ظاہر ہوچکا ، یہاں تک کہ تم ایک اللہ پر ایمان لے آؤ ، مگر ابراہیم علیہ السلام کا اپنے پرورش کرنے والے باپ سے یہ کہنا کہ میں تمہارے لئے ضرور بخشش طلب کروں گا ، فقط پہلے کا کیا ہوا ایک وعدہ تھا جو انہوں نے پورا کر دیا اور ساتھ یوں جتا بھی دیا اور یہ کہ میں تمہارے لئے تمہارے کفر و شرک کے باعث اللہ کے حضور کسی چیز کا مالک نہیں ہوں ۔ پھر وہ یہ دعا کر کے قوم سے الگ ہوگئے : اے ہمارے رب ! ہم نے تجھ پر ہی بھروسہ کیا اور ہم نے تیری طرف ہی رجوع کیا اور سب کو تیری ہی طرف لوٹنا ہے ۔
"O our Lord ! Make us not a source of trial for the disbelievers ( i . e . give them not control over us ) and forgive us . O our Lord , surely You alone are the Almighty , the Lord of Honour , the Most Wise .",اے ہمارے رب ! تو ہمیں کافروں کے لئے سببِ آزمائش نہ بنا یعنی انہیں ہم پر مسلّط نہ کر اور ہمیں بخش دے ، اے ہمارے پروردگار ! بیشک تو ہی غلبہ و عزت والا بڑی حکمت والا ہے ۔
"Indeed there is for you an excellent example in them ( to follow ) , for him ( in particular ) who hopes ( to appear before the Presence of ) Allah and looks forward to the Last Day . But whoever turns away then Allah is Self - Sufficient and Praiseworthy .",بیشک تمہارے لئے ان میں بہترین نمونۂ اِقتداء ہے خاص طور پر ہر اس شخص کے لئے جو اللہ کی بارگاہ میں حاضری کی اور یومِ آخرت کی امید رکھتا ہے ، اور جو شخص رُوگردانی کرتا ہے تو بیشک اللہ بے نیاز اور لائقِ ہر حمد و ثناء ہے ۔
"It may be that Allah brings about friendship ( at a later stage ) between you and those of them who are now your foes . And Allah is All - Powerful and Most Forgiving , Ever - Merciful .",عجب نہیں کہ اللہ تمہارے اور اُن میں سے بعض لوگوں کے درمیان جن سے تمہاری دشمنی ہے کسی وقت بعد میں دوستی پیدا کر دے ، اور اللہ بڑی قدرت والا ہے ، اور اللہ بڑا بخشنے والا نہایت مہربان ہے ۔
"Allah does not forbid you to be good to them and treat them with equity and justice who did not fight against you on ( the question of ) Din ( Religion ) , nor did they drive you out of your homes ( i . e . homeland ) . Surely Allah likes those who conduct themselves with equity and justice .",اللہ تمہیں اس بات سے منع نہیں فرماتا کہ جن لوگوں نے تم سے دین کے بارے میں جنگ نہیں کی اور نہ تمہیں تمہارے گھروں سے یعنی وطن سے نکالا ہے کہ تم ان سے بھلائی کا سلوک کرو اور اُن سے عدل و انصاف کا برتاؤ کرو ، بیشک اللہ عدل و انصاف کرنے والوں کو پسند فرماتا ہے ۔
"Allah forbids you only to befriend those who fought against you on ( the question of ) Din ( Religion ) and drove you out of your homes ( i . e . homeland ) and aided ( your enemies ) in expelling you . And whoever makes friends with them , it is they who are the wrongdoers .",اللہ تو محض تمہیں ایسے لوگوں سے دوستی کرنے سے منع فرماتا ہے جنہوں نے تم سے دین کے بارے میں جنگ کی اور تمہیں تمہارے گھروں یعنی وطن سے نکالا اور تمہارے باہر نکالے جانے پر تمہارے دشمنوں کی مدد کی ۔ اور جو شخص اُن سے دوستی کرے گا تو وہی لوگ ظالم ہیں ۔
"O Believers ! When the believing women come to you as emigrants , examine them thoroughly . Allah is Well Aware of ( the reality of ) their faith . Then if you find with certitude that they are true believers , do not send them back to the disbelievers . Neither are they ( the believing women ) lawful for those disbelievers , nor are those disbelievers lawful for these ( believing women ) . And pay them ( the disbelievers ) back the money which those disbelievers spent ( on them as dower ) . And there is no sin on you if you marry them while you pay these ( women ) their dower . And , O Believers , do not hold back the disbelieving women in ( your ) wedlock and ask ( the disbelievers ) for that ( money ) which you spent ( on those women as dower ) , and they ( the disbelievers ) may also ask you for that ( money ) which they spent ( on these women as dower ) . That is the Command of Allah . And He judges between you . And Allah is All - Knowing , Most Wise .",اے ایمان والو ! جب تمہارے پاس مومن عورتیں ہجرت کر کے آئیں تو انہیں اچھی طرح جانچ لیا کرو ، اللہ اُن کے ایمان کی حقیقت سے خوب آگاہ ہے ، پھر اگر تمہیں اُن کے مومن ہونے کا یقین ہو جائے تو انہیں کافروں کی طرف واپس نہ بھیجو ، نہ یہ مومنات اُن کافروں کے لئے حلال ہیں اور نہ وہ کفّار اِن مومن عورتوں کے لئے حلال ہیں ، اور اُن کافروں نے جو مال بصورتِ مَہر اِن پر خرچ کیا ہو وہ اُن کو ادا کر دو ، اور تم پر اس بات میں کوئی گناہ نہیں کہ تم اِن سے نکاح کر لو جبکہ تم اُن عورتوں کا مَہر انہیں ادا کر دو ، اور اے مسلمانو ! تم بھی کافر عورتوں کو اپنے عقدِ نکاح میں نہ روکے رکھو اور تم کفّار سے وہ مال طلب کر لو جو تم نے اُن عورتوں پر بصورتِ مَہر خرچ کیا تھا اور وہ کفّار تم سے وہ مال مانگ لیں جو انہوں نے اِن عورتوں پر بصورتِ مَہر خرچ کیا تھا ، یہی اللہ کا حکم ہے ، اور وہ تمہارے درمیان فیصلہ فرما رہا ہے ، اور اللہ خوب جاننے والا بڑی حکمت والا ہے ۔
"And if any of your wives deserts you and goes over to the disbelievers , then ( when ) you become dominant in war and gain spoils , pay ( out of it ) those whose wives deserted them as much ( money ) as they paid ( to them as dower ) . And keep fearing Allah Whom you believe in .",اور اگر تمہاری بیویوں میں سے کوئی تم سے چھوٹ کر کافروں کی طرف چلی جائے پھر جب تم جنگ میں غالب آجاؤ اور مالِ غنیمت پاؤ تو اس میں سے ان لوگوں کو جن کی عورتیں چلی گئی تھیں اس قدر مال ادا کر دو جتنا وہ اُن کے مَہر میں خرچ کر چکے تھے ، اور اُس اللہ سے ڈرتے رہو جس پر تم ایمان رکھتے ہو ۔
"O Prophet ! When the believing women appear in your presence to take the oath of allegiance that they will not set up anything as partner with Allah and will not steal , nor will they commit adultery or kill their children or bring false blame which they have invented between their hands and feet ( i . e . will not deceive their husbands declaring some others baby as born to her ) or disobey you in ( any ) matter pertaining to law , then accept their allegiance and seek forgiveness for them from Allah . Surely Allah is Most Forgiving , Ever - Merciful .",اے نبی ! جب آپ کی خدمت میں مومن عورتیں اس بات پر بیعت کرنے کے لئے حاضر ہوں کہ وہ اللہ کے ساتھ کسی چیز کو شریک نہیں ٹھہرائیں گی اور چوری نہیں کریں گی اور بدکاری نہیں کریں گی اور اپنی اولاد کو قتل نہیں کریں گی اور اپنے ہاتھوں اور پاؤں کے درمیان سے کوئی جھوٹا بہتان گھڑ کر نہیں لائیں گی یعنی اپنے شوہر کو دھوکہ دیتے ہوئے کسی غیر کے بچے کو اپنے پیٹ سے جنا ہوا نہیں بتائیں گی اور کسی بھی امرِ شریعت میں آپ کی نافرمانی نہیں کریں گی ، تو آپ اُن سے بیعت لے لیا کریں اور اُن کے لئے اللہ سے بخشش طلب فرمائیں ، بیشک اللہ بڑا بخشنے والا نہایت مہربان ہے ۔
O Believers ! Do not make friends with those on whom Allah has sent His wrath . Surely they have despaired of the Hereafter as the disbelievers have despaired of those in graves .,اے ایمان والو ! ایسے لوگوں سے دوستی مت رکھو جن پر اللہ غضبناک ہوا ہے بیشک وہ آخرت سے اس طرح مایوس ہو چکے ہیں جیسے کفار اہلِ قبور سے مایوس ہیں ۔
"Whatever is in the heavens and whatever is in the earth ( all ) glorify Allah . And He is the Lord of Honour and Dominance , Most Wise .",جو کچھ آسمانوں میں ہے اور جو کچھ زمین میں ہے سب اللہ کی تسبیح کرتے ہیں ، اور وہ بڑی عزت و غلبہ والا بڑی حکمت والا ہے ۔
O Believers ! Why do you say what you do not do ?,اے ایمان والو ! تم وہ باتیں کیوں کہتے ہو جو تم کرتے نہیں ہو ۔
It is most hateful in the sight of Allah that you should say what you do not do .,اللہ کے نزدیک بہت سخت ناپسندیدہ بات یہ ہے کہ تم وہ بات کہو جو خود نہیں کرتے ۔
"Assuredly Allah loves those who fight in the way of Allah ( so ) organized in ranks as if they were a wall cemented with molten lead ( to eliminate injustice , tyranny and terrorism and restore peace and human dignity ) .",بیشک اللہ ان لوگوں کو پسند فرماتا ہے جو اُس کی راہ میں یوں صف بستہ ہو کر لڑتے ہیں گویا وہ سیسہ پلائی ہوئی دیوار ہوں ۔
"And , ( O Beloved , recall the time ) when Musa ( Moses ) said to his people : O my People , why do you offend me while you know that I am ( a Messenger ) sent to you by Allah . So when they continued deviating , then Allah made their hearts deviate . And Allah does not guide the defiant .",اور اے حبیب ! وہ وقت یاد کیجئے جب موسٰی علیہ السلام نے اپنی قوم سے کہا : اے میری قوم ! تم مجھے اذیت کیوں دیتے ہو حالانکہ تم جانتے ہو کہ میں تمہاری طرف اللہ کا بھیجا ہوا رسول ہوں ۔ پھر جب انہوں نے کج روی جاری رکھی تو اللہ نے اُن کے دلوں کو ٹیڑھا کر دیا ، اور اللہ نافرمان لوگوں کو ہدایت نہیں فرماتا ۔
"( And also recall the time ) when Isa son of Maryam ( Jesus son of Mary ) said : O Children of Israel , indeed I am ( a Messenger ) sent to you by Allah , confirming the Torah , the Book which came before me , and bearing the good news of ( the pleasant arrival ) of ( the Esteemed ) Messenger ( blessings and peace be upon him ) who will come after me , whose name is Ahmad ( now in the heavens ) . But when he ( the Last of the Messengers ) came to them with clear Signs , they said : This is open magic .",اور وہ وقت بھی یاد کیجئے جب عیسٰی بن مریم علیہما السلام نے کہا : اے بنی اسرائیل ! بیشک میں تمہاری طرف اللہ کا بھیجا ہوا رسول ہوں ، اپنے سے پہلی کتاب تورات کی تصدیق کرنے والا ہوں اور اُس رسولِ معظّم صلی اللہ علیہ وآلہ وسلم کی آمد آمد کی بشارت سنانے والا ہوں جو میرے بعد تشریف لا رہے ہیں جن کا نام آسمانوں میں اس وقت احمد صلی اللہ علیہ وآلہ وسلم ہے ، پھر جب وہ رسولِ آخر الزماں صلی اللہ علیہ وآلہ وسلم واضح نشانیاں لے کر اُن کے پاس تشریف لے آئے تو وہ کہنے لگے : یہ تو کھلا جادو ہے ۔
And who can be a greater wrongdoer than he who invents a lie against Allah while he is being invited towards Islam . And Allah does not guide the wrongdoers .,اور اس شخص سے بڑھ کر ظالم کون ہو سکتا ہے جو اللہ پر جھوٹا بہتان باندھے حالانکہ اسے اسلام کی طرف بلایا جا رہا ہو ، اور اللہ ظالم لوگوں کو ہدایت نہیں فرماتا ۔
"These ( deniers of the Truth ) desire to put out the Light of Allah by ( blowing ) with their mouths whereas Allah will take His Light to perfection , even though the disbelievers may dislike it intensely .",یہ منکرینِ حق چاہتے ہیں کہ وہ اللہ کے نور کو اپنے منہ کی پھونکوں سے بجھا دیں ، جبکہ اللہ اپنے نور کو پورا فرمانے والا ہے اگرچہ کافر کتنا ہی ناپسند کریں ۔
"He is the One Who has sent His Messenger with Guidance and Din ( Religion ) of Truth so that He may make it dominate and prevail over all other religions , even though the idolaters may hate it much .",وہی ہے جس نے اپنے رسول صلی اللہ علیہ وآلہ وسلم کو ہدایت اور دینِ حق دے کر بھیجا تاکہ اسے سب ادیان پر غالب و سربلند کردے خواہ مشرک کتنا ہی ناپسند کریں ۔
O Believers ! Shall I advise you a trade which will save you from a painful torment ?,اے ایمان والو ! کیا میں تمہیں ایک ایسی تجارت بتا دوں جو تم کو دردناک عذاب سے بچا لے ؟ ۔
( It is that ) you have ( perfect ) belief in Allah and His Messenger ( blessings and peace be upon him ) and toil hard for the cause of Allah with your human and material resources . That is better for you if you know .,وہ یہ ہے کہ تم اللہ پر اور اُس کے رسول صلی اللہ علیہ وآلہ وسلم پر کامل ایمان رکھو اور اللہ کی راہ میں اپنے مال و جان سے جہاد کرو ، یہی تمہارے حق میں بہتر ہے اگر تم جانتے ہو ۔
He will forgive your sins and will admit you into Gardens with streams flowing under them and ( will make you reside ) in excellent dwellings in the Gardens of Eden ( i . e . Gardens of Eternity ) . That is indeed a great success .,وہ تمہارے گناہوں کو بخش دے گا اور تمہیں جنتوں میں داخل فرمائے گا جن کے نیچے سے نہریں جاری ہوں گی اور نہایت عمدہ رہائش گاہوں میں ٹھہرائے گا جو جناتِ عدن یعنی ہمیشہ رہنے کی جنتوں میں ہیں ، یہی زبردست کامیابی ہے ۔
"And , ( besides this favour in the Hereafter , He will grant you ) another ( worldly blessing too ) which you earnestly desire : ( that is ) help from Allah and a near victory , and , ( O Esteemed Prophet , ) give this good news to the believers . ( This came about in the form of Makkan Victory and the conquests in Persia and Rome . )",اور اس اُخروی نعمت کے علاوہ ایک دوسری دنیوی نعمت بھی عطا فرمائے گا جسے تم بہت چاہتے ہو ، وہ اللہ کی جانب سے مدد اور جلد ملنے والی فتح ہے ، اور اے نبئ مکرّم ! آپ مومنوں کو خوشخبری سنا دیں یہ فتحِ مکہ اور فارس و روم کی فتوحات کی شکل میں ظاہر ہوئی ۔
O Believers ! Be helpers of Allah as Isa son of Maryam ( Jesus son of Mary ) said to ( his ) disciples : Who are my helpers towards ( the path of ) Allah ? The disciples said : We are Allahs helpers . So a party of the Children of Israel believed and a party disbelieved . So We helped the believers against their enemies and they gained the upper hand .,اے ایمان والو ! تم اللہ کے مددگار بن جاؤ جیسا کہ عیسٰی ابن مریم علیہما السلام نے اپنے حواریوں سے کہا تھا : اللہ کی راہ کی طرف میرے مددگار کون ہیں ؟ حواریوں نے کہا : ہم اللہ کے مددگار ہیں ۔ پس بنی اسرائیل کا ایک گروہ ایمان لے آیا اور دوسرا گروہ کافر ہوگیا ، سو ہم نے اُن لوگوں کی جو ایمان لے آئے تھے اُن کے دشمنوں پر مدد فرمائی پس وہ غالب ہوگئے ۔
"( Everything ) in the heavens and in the earth glorifies Allah , ( the Real ) King , the Most Pure ( of all shortcomings and imperfections ) , the Lord of Honour , the Almighty , the Most Wise .",ہر چیز جو آسمانوں میں ہے اور جو زمین میں ہے اللہ کی تسبیح کرتی ہے جو حقیقی بادشاہ ہے ، ہر نقص و عیب سے پاک ہے ، عزت و غلبہ والا ہے بڑی حکمت والا ہے ۔
He is the One Who sent a ( Glorious ) Messenger ( blessings and peace be upon him ) among the illiterate people from among themselves who recites to them His Revelations and cleanses and purifies them ( outwardly and inwardly ) and teaches them the Book and Wisdom . Indeed they were in open error before ( his most welcome arrival ) .,وہی ہے جس نے اَن پڑھ لوگوں میں انہی میں سے ایک با عظمت رسول صلی اللہ علیہ وآلہ وسلم کو بھیجا وہ اُن پر اُس کی آیتیں پڑھ کر سناتے ہیں اور اُن کے ظاہر و باطن کو پاک کرتے ہیں اور انہیں کتاب و حکمت کی تعلیم دیتے ہیں ، بیشک وہ لوگ اِن کے تشریف لانے سے پہلے کھلی گمراہی میں تھے ۔
"( And He has sent this Messenger for purification and education among ) others of them also who have not yet joined these people ( that are present now i . e . they will come after them in the time to come ) . And He is Almighty , Most Wise .",اور اِن میں سے دوسرے لوگوں میں بھی اِس رسول صلی اللہ علیہ وآلہ وسلم کو تزکیہ و تعلیم کے لئے بھیجا ہے جو ابھی اِن لوگوں سے نہیں ملے جو اس وقت موجود ہیں یعنی اِن کے بعد کے زمانہ میں آئیں گے ، اور وہ بڑا غالب بڑی حکمت والا ہے ۔
This ( arrival of the Holy Messenger and his spiritual benevolence and guidance ) are Allahs Bounty which He grants whom He likes . And Allah is Most Bountiful .,یہ یعنی اس رسول صلی اللہ علیہ وآلہ وسلم کی آمد اور اِن کا فیض و ہدایت اللہ کا فضل ہے وہ جسے چاہتا ہے اس سے نوازتا ہے ، اوراللہ بڑے فضل والا ہے ۔
The case of those who were burdened with ( the Commandments and teachings of ) the Torah ( but ) then did not bear it ( i . e . this Messenger was mentioned in it but they disbelieved in him ) is like that of a donkey loaded with heavy books on its back . How evil is the example of those who have rejected Allahs Revelations ! And Allah does not guide the wrongdoers .,اُن لوگوں کا حال جن پر تورات کے احکام و تعلیمات کا بوجھ ڈالا گیا پھر انہوں نے اسے نہ اٹھایا یعنی اس میں اِس رسول صلی اللہ علیہ وآلہ وسلم کا ذکر موجود تھا مگر وہ اِن پر ایمان نہ لائے گدھے کی مِثل ہے جو پیٹھ پر بڑی بڑی کتابیں لادے ہوئے ہو ، اُن لوگوں کی مثال کیا ہی بُری ہے جنہوں نے اللہ کی آیتوں کو جھٹلایا ہے ، اور اللہ ظالم لوگوں کو ہدایت نہیں فرماتا ۔
"Say : O Jews , if you think that , leaving all other people , you alone are the friends of Allah ( i . e . Awliya ) , then long for death ( because His Awliya will not fear in the grave and the Hereafter ) if you are true ( in your thinking ) .",آپ فرما دیجئے : اے یہودیو ! اگر تم یہ گمان کرتے ہو کہ سب لوگوں کو چھوڑ کر تم ہی اللہ کے دوست یعنی اولیاء ہو تو موت کی آرزو کرو کیونکہ اس کے اولیاء کو تو قبر و حشر میں کوئی پریشانی نہیں ہوگی اگر تم اپنے خیال میں سچے ہو ۔
And these people will never long for it due to ( the rejection of the Messenger and disbelief ) which they have sent forward . And Allah knows the wrongdoers well .,اور یہ لوگ کبھی بھی اس کی تمنا نہیں کریں گے اُس رسول کی تکذیب اور کفر کے باعث جو وہ آگے بھیج چکے ہیں ۔ اور اللہ ظالموں کو خُوب جانتا ہے ۔
Say : The death from which you are fleeing is bound to catch up with you . Then you will be returned to ( the Lord ) Who knows the unseen and the seen . So He will inform you of what you used to do .,فرما دیجئے : جس موت سے تم بھاگتے ہو وہ ضرور تمہیں ملنے والی ہے پھر تم ہر پوشیدہ و ظاہر چیز کو جاننے والے رب کی طرف لوٹائے جاؤ گے ، سو وہ تمہیں آگاہ کر دے گا جو کچھ تم کرتے تھے ۔
"O Believers ! When on Fridays the call is made for ( Jumua ) Prayer , hasten towards the remembrance of Allah ( i . e . the Jumua sermon and Prayer ) immediately and abandon purchase and sale ( i . e . business ) . That is better for you if you have knowledge .",اے ایمان والو ! جب جمعہ کے دن جمعہ کی نماز کے لئے اذان دی جائے تو فوراً اللہ کے ذکر یعنی خطبہ و نماز کی طرف تیزی سے چل پڑو اور خرید و فروخت یعنی کاروبار چھوڑ دو ۔ یہ تمہارے حق میں بہتر ہے اگر تم علم رکھتے ہو ۔
Then after the Prayer is offered disperse in the land and ( then ) look for Allahs bounty ( i . e . sustenance ) . And remember Allah much so that you may attain to prosperity .,پھر جب نماز ادا ہوچکے تو زمین میں منتشر ہو جاؤ اور پھر اللہ کا فضل یعنی رزق تلاش کرنے لگو اور اللہ کو کثرت سے یاد کیا کرو تاکہ تم فلاح پاؤ ۔
"And when they found some business or entertainment opportunity , they rushed towards that ( due to their neediness and financial constraint ) and left you standing ( during sermon ) . Say : Whatever is with Allah is better than sport and business . And Allah is the Best of sustainers .",اور جب انہوں نے کوئی تجارت یا کھیل تماشا دیکھا تو اپنی حاجت مندی اور معاشی تنگی کے باعث اس کی طرف بھاگ کھڑے ہوئے اور آپ کو خطبہ میں کھڑے چھوڑ گئے ، فرما دیجئے : جو کچھ اللہ کے پاس ہے وہ کھیل سے اور تجارت سے بہتر ہے ، اور اللہ سب سے بہتر رزق دینے والا ہے ۔
( O Esteemed Beloved ! ) When the hypocrites come to you they say : We bear witness that you are certainly the Messenger of Allah . And Allah knows that surely you are His Messenger ( blessings and peace be upon him ) . But Allah bears witness that undoubtedly the hypocrites are liars .,اے حبیبِ مکرّم ! جب منافق آپ کے پاس آتے ہیں تو کہتے ہیں : ہم گواہی دیتے ہیں کہ آپ یقیناً اللہ کے رسول ہیں ، اور اللہ جانتا ہے کہ یقیناً آپ اُس کے رسول ہیں ، اور اللہ گواہی دیتا ہے کہ یقیناً منافق لوگ جھوٹے ہیں ۔
They have made their oaths a shield . Then they hinder ( the people ) from the path of Allah . Surely that is an extremely evil ( work ) which they are doing .,انہوں نے اپنی قَسموں کو ڈھال بنا رکھا ہے پھر یہ لوگوں کو اللہ کی راہ سے روکتے ہیں ، بیشک وہ بہت ہی برا کام ہے جو یہ لوگ کر رہے ہیں ۔
The reason is that they believed ( by the word of mouth ) but remained disbelievers ( at heart ) . So their hearts have been sealed . And they do not understand ( anything ) .,یہ اِس وجہ سے کہ وہ زبان سے ایمان لائے پھر دل سے کافر رہے تو اُن کے دلوں پر مُہر لگا دی گئی سو وہ کچھ نہیں سمجھتے ۔
"( O servant ! ) When you see them , their bodies ( and height and structure ) seem attractive to you , and if they speak , you lend ear to what they say ( i . e . they will look sensible to you but the fact is that ) they are nothing but wooden bars propped up against a supporting wall . They take every loud voice ( as some suffering and misery ) befallen them . It is these ( hypocrites ) who are ( your ) enemies . So be on guard against them . May Allah ruin them ! Where are they wandering distracted !",اے بندے ! جب تو انہیں دیکھے تو اُن کے جسم اور قد و قامت تجھے بھلے معلوم ہوں ، اور اگر وہ باتیں کریں تو اُن کی گفتگو تُو غور سے سنے یعنی تجھے یوں معقول دکھائی دیں ، مگر حقیقت یہ ہے کہ وہ لوگ گویا دیوار کے سہارے کھڑی کی ہوئی لکڑیاں ہیں ، وہ ہر اونچی آواز کو اپنے اوپر بَلا اور آفت سمجھتے ہیں ، وہی منافق تمہارے دشمن ہیں سو اُن سے بچتے رہو ، اللہ انہیں غارت کرے وہ کہاں بہکے پھرتے ہیں ۔
"And when it is said to them : Come so that Allahs Messenger ( blessings and peace be upon him ) may seek forgiveness for you , these ( hypocrites ) jerk their heads aside ( insolently ) and you see them keeping away ( from your presence ) in arrogance .",اور جب اُن سے کہا جاتا ہے کہ آؤ رسول اللہ صلی اللہ علیہ وآلہ وسلم تمہارے لئے مغفرت طلب فرمائیں تو یہ منافق گستاخی سے اپنے سر جھٹک کر پھیر لیتے ہیں اور آپ انہیں دیکھتے ہیں کہ وہ تکبر کرتے ہوئے آپ کی خدمت میں آنے سے گریز کرتے ہیں ۔
"It is all the same for these ( evil - fated denigrators of the Holy Prophet [ blessings and peace be upon him ] ) whether you seek for them forgiveness or do not seek for them forgiveness , Allah will never forgive them ( because they mock you and show you dislike and arrogance ) . Surely Allah does not provide guidance to the disobedient community .",اِن بدبخت گستاخانِ رسول صلی اللہ علیہ وآلہ وسلم کے حق میں برابر ہے کہ آپ اُن کے لئے استغفار کریں یا آپ ان کے لئے استغفار نہ کریں ، اللہ ان کو تو ہرگز نہیں بخشے گا کیونکہ یہ آپ پر طعنہ زنی کرنے والے اور آپ سے بے رخی اور تکبّر کرنے والے لوگ ہیں ۔ بیشک اللہ نافرمان لوگوں کو ہدایت نہیں فرماتا ۔
"( O Esteemed Beloved ! ) They are the people who say this as well ( out of malice and enmity against you ) : Do not spend on those ( destitute devotees of Allah ) who remain in the presence of the Messenger of Allah ( i . e . do not provide them financial help ) until they ( all may desert him and ) flee away ( and disperse ) . In truth , to Allah belong all the treasures of the heavens and the earth , but the hypocrites do not understand .",اے حبیبِ مکرّم ! یہی وہ لوگ ہیں جو آپ سے بُغض و عِناد کی بنا پر یہ بھی کہتے ہیں کہ جو درویش اور فقراء رسول اللہ صلی اللہ علیہ وآلہ وسلم کی خدمت میں رہتے ہیں اُن پر خرچ مت کرو یعنی ان کی مالی اعانت نہ کرو یہاں تک کہ وہ سب انہیں چھوڑ کر بھاگ جائیں منتشر ہوجائیں ، حالانکہ آسمانوں اور زمین کے سارے خزانے اللہ ہی کے ہیں لیکن منافقین نہیں سمجھتے ۔
"They say : If ( now ) we return to Madina then ( we ) the honourable ones will drive out the dishonourable ( i . e . the Muslims ) . But in fact honour belongs to Allah alone and His Messenger and the believers . However , the hypocrites do not understand ( this reality ) .",وہ کہتے ہیں : اگر اب ہم مدینہ واپس ہوئے تو ہم عزّت والے لوگ وہاں سے ذلیل لوگوں یعنی مسلمانوں کو باہر نکال دیں گے ، حالانکہ عزّت تو صرف اللہ کے لئے اور اس کے رسول صلی اللہ علیہ وآلہ وسلم کے لئے اور مومنوں کے لئے ہے مگر منافقین اس حقیقت کو جانتے نہیں ہیں ۔
"O Believers ! Let not your wealth and your children make you neglectful of the very remembrance of Allah . And whoever does so , it is they who are the losers .",اے ایمان والو ! تمہارے مال اور تمہاری اولاد کہیں تمہیں اللہ کی یاد سے ہی غافل نہ کر دیں ، اور جو شخص ایسا کرے گا تو وہی لوگ نقصان اٹھانے والے ہیں ۔
"And spend ( in the way of Allah ) out of ( the wealth ) which We have given you before death approaches one of you and he says : O my Lord , why did You not give me respite for a short while so that I could donate in charity and become one of the pious ?",اور تم اس مال میں سے جو ہم نے تمہیں عطا کیا ہے اللہ کی راہ میں خرچ کرو قبل اِس کے کہ تم میں سے کسی کو موت آجائے پھر وہ کہنے لگے : اے میرے رب ! تو نے مجھے تھوڑی مدت تک کی مہلت اور کیوں نہ دے دی کہ میں صدقہ و خیرات کرلیتا اور نیکوکاروں میں سے ہو جاتا ۔
And Allah never grants respite to anyone when his hour of death approaches . And Allah is Well Aware of the actions that you do .,اور اللہ ہرگز کسی شخص کو مہلت نہیں دیتا جب اس کی موت کا وقت آجاتا ہے ، اور اللہ اُن کاموں سے خوب آگاہ ہے جو تم کرتے ہو ۔
Everything in the heavens and in the earth glorifies Allah . His is the entire kingdom and His is all the praise . And He is All - Powerful over everything .,ہر وہ چیز جو آسمانوں میں ہے اور زمین میں ہے اللہ کی تسبیح کرتی ہے ۔ اسی کی ساری بادشاہت ہے اور اسی کے لئے ساری تعریف ہے اور وہ ہر چیز پر بڑا قادر ہے ۔
He is the One Who created you . Then ( someone ) of you became a disbeliever and ( the other one ) of you became a believer and Allah sees best the actions that you do .,وہی ہے جس نے تمہیں پیدا کیا ، پس تم میں سے کوئی کافر ہو گیا ، اور تم میں سے کوئی مومن ہوگیا ، اور اللہ اُن کاموں کو جو تم کرتے ہو خوب دیکھنے والا ہے ۔
He is the One Who created the heavens and the earth with a rationale and purpose . And ( He is the One Who ) gave you shapes and then did up your shapes . And ( all ) have to return to Him alone .,اسی نے آسمانوں اور زمین کو حکمت و مقصد کے ساتھ پیدا فرمایا اور اسی نے تمہاری صورتیں بنائیں پھر تمہاری صورتوں کو خوب تر کیا ، اور سب کو اسی کی طرف لوٹ کر جانا ہے ۔
He knows what is in the heavens and in the earth and ( also ) knows those things that you hide and that you disclose and Allah knows best ( also the secret ) matters contained in the breasts .,جو کچھ آسمانوں اور زمین میں ہے وہ جانتا ہے اور ان باتوں کو بھی جانتا ہے جو تم چھپاتے ہو ، اور جو ظاہر کرتے ہو اور اللہ سینوں والی راز کی باتوں کو بھی خوب جاننے والا ہے ۔
Has the news not reached you of those who disbelieved before you and tasted the punishment of their work ( in the world ) and there is grievous torment for them ( in the Hereafter as well ) ?,کیا تمہیں اُن لوگوں کی خبر نہیں پہنچی جنہوں نے تم سے پہلے کفر کیا تھا تو انہوں نے دنیا میں اپنے کام کی سزا چکھ لی اور ان کے لئے آخرت میں بھی دردناک عذاب ہے ۔
